city_id,mean,median,std_dev,sum_w
10657,29601.0,25573.0,20729.0,1033.134783
7904,42316.0,33207.0,38192.0,1234.832025
11972,54528.0,39010.0,48154.0,6906.922234000001
12599,89462.0,300000.0,57943.0,176.5253125
3412,117162.0,109574.0,68528.0,345.30850150000003
3413,120279.0,300000.0,33710.0,10.7321315
3414,36811.0,25417.0,37336.0,192791.0236
9081,58553.0,45033.0,42907.0,401.42132319999996
12441,43895.0,32294.0,41017.0,650.0318202999999
12633,148227.0,147348.0,82204.0,171.61284019999997
12514,96149.0,80500.0,64767.0,1135.4874
8301,79530.0,74162.0,52493.0,797.7491072
3415,40798.0,25893.0,35915.0,348.1491872
11755,56369.0,48096.0,35718.0,788.5437678999999
12469,48768.0,36209.0,45607.0,340.19057189999995
3416,45265.0,25472.0,44475.0,441.434096
11110,37069.0,40505.0,18635.0,362.6629421
34781,63865.0,48846.0,55716.0,782.7950672999999
9096,43809.0,33692.0,38802.0,29969.66053
9224,44743.0,24736.0,46461.0,395.40939879999996
11162,41404.0,31689.0,37090.0,805.415579
8405,60239.0,47063.0,44079.0,2253.85552
9966,85392.0,74124.0,62200.0,753.5199492
11127,97802.0,300000.0,65155.0,580.2908623
8684,134758.0,128472.0,68327.0,228.97836740000002
11975,130514.0,121247.0,77319.0,132.1531483
8779,136797.0,129656.0,55532.0,29.7295821
9410,47481.0,43226.0,41499.0,177.2567005
9246,33422.0,25039.0,31080.0,386.9800186
10242,122937.0,112343.0,77704.0,115.19010379999999
10898,39229.0,30987.0,34400.0,948.0270198
9586,28404.0,25315.0,18845.0,198.95896630000001
8543,81259.0,77786.0,54912.0,223.48737369999998
8025,26881.0,22946.0,21957.0,276.61864860000003
7738,20533.0,18545.0,9575.0,230.3322667
3417,44842.0,42253.0,28344.0,1172.249731
3418,98879.0,85973.0,65342.0,251.58398590000002
12560,87344.0,77070.0,61173.0,3260.409573
8216,89947.0,76698.0,57941.0,564.4357622
3419,125931.0,300000.0,73003.0,533.7271059
3420,33535.0,18417.0,34551.0,126.39787369999999
12528,146002.0,300000.0,56066.0,82.42297436
13128,128201.0,300000.0,75641.0,170.3220269
9782,39023.0,31371.0,30751.0,454.04382000000004
7938,43231.0,300000.0,23821.0,11.39980266
3421,72784.0,62805.0,50172.0,1307.4989269999999
7580,122817.0,107853.0,68085.0,223.81544900000003
34585,94418.0,84020.0,59877.0,30298.768369999998
35589,68634.0,59202.0,44211.0,528.3031273
3422,99322.0,300000.0,55854.0,103.26109090000001
8754,61129.0,46144.0,55410.0,14390.34196
11266,43707.0,30506.0,39588.0,484.2050425
3423,54368.0,49858.0,36026.0,348.34585269999997
12655,46715.0,39331.0,39446.0,869.805183
10227,75233.0,300000.0,49818.0,108.6954497
9276,47427.0,38266.0,39290.0,343.5183879
3424,27719.0,21342.0,19970.0,371.95468839999995
10718,45944.0,31699.0,49339.0,2570.75625
7724,63183.0,42074.0,62064.0,16778.271819999998
34311,84295.0,69857.0,58732.0,399.47369610000004
9113,84245.0,81606.0,46174.0,118.39102290000001
7536,53052.0,41650.0,46205.0,1084.481459
12508,57114.0,39365.0,51469.0,653.9795108
7589,68135.0,63583.0,45047.0,110.49195520000002
8117,56055.0,300000.0,37561.0,161.4941002
3425,131519.0,114157.0,78333.0,183.3828567
11719,64540.0,57740.0,36818.0,607.3359131
10946,41981.0,31203.0,33848.0,890.7381854
9406,80587.0,68276.0,61781.0,837.2820146
11268,135455.0,125553.0,78897.0,158.24371680000002
11843,33011.0,23083.0,34875.0,945.0385786
3427,123833.0,113392.0,74328.0,5359.186903
3428,169670.0,300000.0,84592.0,277.3097744
3429,25646.0,20282.0,20922.0,882.52155
3430,98804.0,83908.0,69678.0,31761.5595
7822,47407.0,33659.0,47264.0,349.989237
7994,78701.0,59580.0,65442.0,469.9480035
3431,69027.0,57622.0,44140.0,296.4194716
7633,61088.0,42441.0,59021.0,17955.198119999997
8366,68649.0,66137.0,55052.0,298.54803219999997
3432,0.0,0.0,0.0,0.0
9872,103670.0,79328.0,74957.0,675.2570926
3434,74570.0,54047.0,61112.0,287.4813744
9184,100173.0,81913.0,67101.0,1212.5868449999998
3435,22488.0,20336.0,22050.0,189.6844379
9354,66820.0,300000.0,50331.0,448.15305419999993
3436,33099.0,20114.0,32048.0,386.17670089999996
10847,56951.0,39548.0,56634.0,17878.22916
9275,39788.0,36140.0,25046.0,752.0810865
7557,57759.0,300000.0,20656.0,6.599703976
12551,92293.0,78817.0,74866.0,242.88024790000003
14085,89146.0,71237.0,69377.0,11707.46595
12419,49115.0,48509.0,20456.0,388.01620610000003
8916,30751.0,26735.0,23717.0,184.09370719999998
34571,38996.0,36522.0,26791.0,328.52792999999997
3437,97371.0,78531.0,69938.0,681.9808372
12911,148987.0,141709.0,79025.0,315.1045104
9031,84754.0,72324.0,65172.0,708.7618962
8358,61404.0,57713.0,35324.0,137.5926236
11883,120523.0,96477.0,66069.0,168.8827107
10667,64647.0,56938.0,46649.0,339.65121669999996
11278,60934.0,39849.0,51599.0,1952.9747940000002
11389,66135.0,49968.0,56699.0,2685.065745
9227,48468.0,30667.0,46912.0,263.8542213
7420,0.0,0.0,0.0,0.0
8430,33544.0,27535.0,26756.0,649.3450912999999
10183,38478.0,24465.0,44313.0,165.15907769999998
7642,59757.0,49290.0,48744.0,281.6539673
9568,68117.0,38530.0,65284.0,270.2854875
8579,72797.0,50839.0,62618.0,949.0941357999999
11186,38865.0,33887.0,27126.0,236.02292180000003
10835,53182.0,38578.0,53018.0,242.94961600000002
7696,73250.0,300000.0,36009.0,68.19664773
10015,49160.0,37095.0,43569.0,1252.335091
9760,23530.0,300000.0,23917.0,24.79987199
11295,30833.0,300000.0,12606.0,15.0
7605,68731.0,49039.0,58600.0,215.88853569999998
3438,47974.0,44734.0,33006.0,505.37790650000005
9836,39083.0,27765.0,33613.0,201.7253757
8014,32574.0,22746.0,29219.0,326.3257798
3439,37359.0,39811.0,26212.0,343.74317560000003
3440,37068.0,30565.0,32671.0,325.98855539999994
12521,51011.0,44424.0,35481.0,317.1909276
11211,56442.0,60998.0,39839.0,266.25079669999997
3441,92074.0,94556.0,45388.0,68.69358391
12784,89326.0,73955.0,63803.0,304.1159772
7801,49987.0,33673.0,39443.0,383.37877119999996
3442,39928.0,26090.0,41109.0,7649.3021579999995
3443,150119.0,147439.0,76366.0,12.73220108
11588,114030.0,300000.0,66239.0,141.92252209999998
3444,58705.0,44459.0,52375.0,57937.30056
7982,101029.0,86924.0,64995.0,812.6430071000001
3445,139215.0,130473.0,80453.0,201.8173615
8849,92303.0,86659.0,52080.0,374.1339125
7936,77910.0,66932.0,59384.0,465.0944569
13938,141605.0,136747.0,77611.0,349.72737850000004
7940,63423.0,44615.0,56852.0,14637.526130000002
8121,33353.0,23401.0,30842.0,543.9154525
10614,95186.0,82641.0,64760.0,21913.625969999997
8633,55005.0,41664.0,46922.0,19771.17375
8904,52854.0,41753.0,42050.0,1751.641309
3446,85388.0,66987.0,70532.0,1524.277289
3447,79505.0,68778.0,48156.0,1126.104486
3448,61400.0,48065.0,52115.0,4600.010823
8893,19841.0,14256.0,12959.0,57.33106667
9455,73771.0,43922.0,72198.0,481.03907019999997
3449,51244.0,29764.0,64069.0,467.44318110000006
3450,70497.0,49135.0,58578.0,180.5259427
9456,63948.0,52339.0,61785.0,116.06202549999999
3451,53330.0,38231.0,50855.0,51243.648369999995
3452,70989.0,300000.0,51662.0,358.3208531
7655,54390.0,38489.0,50629.0,280.41792680000003
3453,32307.0,33114.0,22159.0,219.15857430000003
10453,37957.0,19982.0,49208.0,220.9156106
9610,159081.0,173800.0,86393.0,2823.202214
34101,27158.0,19523.0,22100.0,257.7248337
9217,81532.0,70728.0,51415.0,504.2694965
12550,46707.0,42017.0,29570.0,683.2740878999999
9044,94286.0,72492.0,75928.0,390.4841233
12456,43320.0,45962.0,36548.0,298.1879793
9606,128299.0,300000.0,51149.0,64.4236818
7572,113840.0,76077.0,87319.0,367.3123298
10856,42137.0,30416.0,41520.0,1311.744217
8029,62867.0,54579.0,44883.0,231.6572739
8917,53190.0,48685.0,38358.0,563.5686089
9819,56752.0,35895.0,58739.0,466.6915181
12369,146495.0,146275.0,77960.0,187.7515752
7973,51318.0,39396.0,50941.0,443.85617740000004
3454,21474.0,15203.0,32578.0,187.4204966
10181,38277.0,32365.0,28833.0,4374.763602
3455,76190.0,68128.0,48883.0,199.4864111
3456,52044.0,46850.0,38310.0,510.2094489
9032,94533.0,86169.0,71003.0,1765.019636
8011,32948.0,20754.0,34838.0,988.1898632000001
9600,123219.0,300000.0,69411.0,106.79223710000001
3457,53073.0,46300.0,31759.0,638.779073
13181,46456.0,38677.0,37441.0,628.411242
8153,137526.0,147428.0,68621.0,107.82049280000001
10621,65717.0,56991.0,39098.0,388.98297010000005
3459,69451.0,63541.0,51804.0,745.93188
9266,45556.0,39041.0,26942.0,1614.252826
11257,61486.0,52672.0,51270.0,359.81262250000003
8115,89312.0,70341.0,66429.0,152.858768
11833,70868.0,62105.0,41126.0,407.27814
3460,98020.0,300000.0,58105.0,259.5158865
7998,57181.0,54810.0,47439.0,1323.0988960000002
3461,42739.0,46228.0,25464.0,281.253199
13879,56072.0,44939.0,47650.0,188.2250177
9860,56134.0,45421.0,43904.0,180.0254655
3462,43567.0,36551.0,32820.0,3445.8564079999996
10338,53659.0,47895.0,43054.0,881.5629151
9294,56057.0,300000.0,45627.0,191.0626382
8181,54589.0,27565.0,63441.0,733.3812464
10647,56726.0,42809.0,44909.0,723.6375926
8144,76484.0,62035.0,54730.0,446.01243150000005
10877,89161.0,48662.0,87102.0,1727.77131
9922,40465.0,33102.0,31036.0,379.45525089999995
12291,26936.0,24459.0,35385.0,275.4869913
7622,83788.0,78042.0,59833.0,971.2154737
10043,70035.0,59683.0,46128.0,1280.6430380000002
8910,28472.0,23486.0,24358.0,866.5341615
7762,45443.0,37353.0,32701.0,1689.202262
9764,65474.0,52751.0,40118.0,69.79757231
3465,73396.0,61310.0,52262.0,548.6718556
3466,68506.0,51503.0,56207.0,154.42652019999997
3467,58114.0,49013.0,45247.0,5298.460061
3468,107103.0,105287.0,61598.0,423.9937174
9616,101612.0,84514.0,79600.0,982.3805312999999
9026,51708.0,46669.0,36355.0,195.32882869999997
9234,72283.0,67063.0,52393.0,521.2093942
34280,66620.0,57712.0,45885.0,839.9531552999999
7892,62892.0,55748.0,49516.0,84.79524
8722,78255.0,59160.0,57669.0,131.3951754
3469,33175.0,29242.0,22129.0,726.4107802
11816,90594.0,98913.0,46507.0,106.5936831
9094,65618.0,44963.0,61616.0,1477.817747
7971,137131.0,121794.0,85977.0,811.0743282999999
8406,93088.0,79847.0,64028.0,778.5387232999999
12919,19788.0,300000.0,8349.0,10.0
10253,52399.0,44138.0,40334.0,655.4425815000001
3470,60281.0,39112.0,61879.0,839.16663
10369,103038.0,85634.0,64940.0,317.5779063
7574,44436.0,37276.0,36684.0,1294.6260849999999
7827,54704.0,31295.0,54483.0,182.8266163
9281,115345.0,103788.0,74443.0,8167.121309
14100,109016.0,300000.0,58288.0,99.02806248
12455,134970.0,123591.0,84874.0,155.5196608
3471,110894.0,93615.0,72462.0,201.4203023
10481,110852.0,101584.0,72535.0,188.4551064
34296,52572.0,43994.0,35035.0,576.9826458
9080,56352.0,55769.0,35417.0,344.04814619999996
3472,57579.0,40384.0,56721.0,56861.71987000001
3473,56215.0,300000.0,34129.0,202.0599553
7721,47912.0,300000.0,26200.0,9.999599972999999
8751,66392.0,42342.0,61020.0,269.91590539999993
3474,28515.0,16093.0,30557.0,176.1924124
12679,53488.0,39903.0,46944.0,18273.06359
11940,88083.0,89894.0,56268.0,157.2240091
7945,114854.0,300000.0,81342.0,158.9605571
8651,58396.0,43440.0,48067.0,1044.73085
12231,64770.0,54581.0,57787.0,443.3117845
3475,64615.0,49743.0,55451.0,106035.13699999999
10605,36338.0,28008.0,33175.0,14833.121009999999
7951,59075.0,39302.0,54506.0,946.9654284
3477,34790.0,19592.0,44806.0,692.8002421
10274,42498.0,25482.0,40194.0,519.1469599
3479,108170.0,85573.0,75605.0,184.1206795
8010,41980.0,35850.0,25425.0,339.1283163
3480,102646.0,82298.0,71145.0,580.4999088
3481,44076.0,35849.0,36861.0,1830.5440449999999
3482,120050.0,122111.0,86339.0,216.92092599999998
3483,98645.0,82929.0,77710.0,435.0801444
3484,72253.0,300000.0,52352.0,157.52793390000002
9731,70959.0,300000.0,30348.0,42.33158214
11992,119002.0,101475.0,78830.0,227.88560919999998
11933,97244.0,87362.0,71020.0,735.9560443
3485,121173.0,113437.0,80521.0,293.30487769999996
7907,66348.0,300000.0,83177.0,240.8645932
12428,116609.0,108998.0,74844.0,329.9800072
8766,80553.0,56067.0,64635.0,1481.9620949999999
7518,46094.0,30749.0,44913.0,821.1025032000001
12895,72668.0,300000.0,26981.0,16.33230215
8807,157088.0,156861.0,84443.0,87.75912313
7567,28722.0,22157.0,21218.0,158.7961118
10048,74695.0,55279.0,61377.0,392.9155957
7493,72205.0,44633.0,76379.0,421.1959489
11804,85654.0,74773.0,56698.0,13422.046040000001
3486,100189.0,92369.0,60149.0,201.2523766
7771,56060.0,42196.0,46041.0,1735.6320329999999
3487,38873.0,28154.0,29112.0,649.0427975
9020,57607.0,52962.0,39500.0,985.2247447000001
10008,59372.0,50657.0,44244.0,1384.4334900000001
9151,89515.0,75920.0,47618.0,164.48454119999997
8331,40840.0,35482.0,24222.0,963.0782909
9401,135045.0,300000.0,62378.0,211.97944040000002
12505,63818.0,49990.0,42332.0,280.691142
12442,78132.0,60289.0,65635.0,29.16516505
11312,30235.0,28524.0,19609.0,276.1582743
3489,65182.0,54422.0,49593.0,852.2345752
9375,61522.0,49981.0,41531.0,298.2536213
8414,114086.0,97482.0,74290.0,278.08184789999996
8343,48619.0,45415.0,38544.0,205.62122119999998
7754,14316.0,9920.0,12283.0,304.9744
9806,46884.0,35166.0,37736.0,271.39302299999997
7487,103150.0,79751.0,79001.0,20675.24928
7638,54085.0,50076.0,39192.0,54.09697409
9775,47941.0,38070.0,34687.0,663.9412007999999
3490,45384.0,38763.0,31249.0,2121.733625
34731,89197.0,80183.0,58651.0,358.1714523
10672,91316.0,90728.0,63771.0,710.1243092
10951,55736.0,44609.0,43301.0,9755.448109
7720,50803.0,44806.0,37789.0,1145.3355789999998
3491,49974.0,40623.0,35466.0,2219.88665
8022,53587.0,39098.0,47577.0,684.031484
3492,72435.0,62089.0,55424.0,4970.945012
11519,105931.0,300000.0,55236.0,181.4844957
8449,49214.0,30511.0,49539.0,368.3201323
12910,53960.0,38408.0,51996.0,9133.893057
10808,122973.0,121972.0,66023.0,400.5332577
7813,120366.0,116686.0,66697.0,141.6892429
3493,34042.0,29178.0,23659.0,739.4390579
34096,88571.0,77012.0,60089.0,476.5686069
7683,25050.0,16613.0,21922.0,188.7908608
12225,79017.0,63800.0,58101.0,3661.269191
11151,67699.0,300000.0,34653.0,83.92796577
8989,47722.0,38302.0,36769.0,771.0397046
3494,61934.0,50113.0,48909.0,1720.196113
3495,76468.0,52837.0,71928.0,427.61345300000005
9005,55815.0,38843.0,54867.0,21342.43715
10578,44292.0,31765.0,31727.0,155.6937689
10336,107195.0,92987.0,69393.0,429.9715341
7590,26763.0,23067.0,16799.0,342.8274053
11114,25098.0,21410.0,19569.0,464.17668560000004
9373,109285.0,300000.0,65821.0,269.3833287
8957,108934.0,300000.0,61089.0,263.4505525
7793,88946.0,79324.0,62403.0,712.2148083
7722,65114.0,300000.0,47783.0,589.6110561
8601,69184.0,300000.0,50205.0,409.88481960000007
12028,78428.0,62021.0,61227.0,373.5695874
10872,65765.0,300000.0,30564.0,297.5890433
3496,64304.0,57119.0,41241.0,814.1007053
8201,21474.0,18151.0,11561.0,89.33106667
11225,98346.0,80610.0,61019.0,281.23766
13813,144189.0,148636.0,81549.0,623.9127416
3497,92477.0,71044.0,76702.0,129368.5993
11350,24481.0,17432.0,22067.0,254.25225719999997
9462,53271.0,41142.0,43689.0,1684.384616
8781,40560.0,23006.0,62410.0,273.26001329999997
8064,64623.0,51882.0,54883.0,371.3815678
7477,73579.0,64387.0,53170.0,522.8051174
11988,79263.0,73024.0,60542.0,344.5470773
3498,56322.0,51201.0,42786.0,373.8527818
9855,64309.0,55433.0,43714.0,42.43116765
8461,51683.0,36660.0,41526.0,83.49671834
10187,65256.0,300000.0,43340.0,198.9946731
7759,32764.0,25597.0,28629.0,784.4989022999999
3499,31835.0,24330.0,22179.0,297.1233918
9519,43838.0,27435.0,46120.0,1757.655599
10107,57826.0,53290.0,35685.0,652.0308047
3500,51963.0,28023.0,54742.0,604.592582
9125,26216.0,22099.0,21195.0,338.05101129999997
9194,49556.0,300000.0,27392.0,94.83045202
3478,,,,
8134,,,,
3476,,,,
10769,,,,
8271,,,,
34013,,,,
10027,,,,
