city_id,health_care_index,crime_index,restaurant_price_index,climate_index,pollution_index,quality_of_life_index,cpi_index,property_price_to_income_ratio,purchasing_power_incl_rent_index,traffic_index
3492,68.638,49.23,68.406,84.666,29.942,173.192,78.577,3.353,103.049,173.187
3493,54.63,61.154,60.985,68.781,44.349,140.017,64.628,1.615,90.728,222.296
3494,59.046,50.522,62.015,72.66,26.153,168.292,66.428,3.149,93.906,130.929
3495,67.791,51.346,54.798,79.301,29.356,183.817,62.416,2.278,110.355,107.037
3496,69.775,42.22,74.518,87.194,21.827,78.45,35.496,5.71,50.492,112.397
3497,70.627,57.668,79.943,81.616,39.184,161.293,83.453,5.003,111.312,189.935
3498,62.698,50.743,57.797,70.473,23.47,179.843,60.364,2.315,104.106,103.829
3499,87.963,26.555,64.587,83.89,6.791,216.251,63.029,2.144,98.383,106.804
3500,89.815,30.106,79.693,75.493,27.586,78.45,35.496,9.005,50.492,93.267
7420,68.9,43.518,58.642,83.996,49.603,167.79,65.922,3.074,96.961,120.569
7450,70.926,35.52,85.998,55.47,7.931,194.705,94.972,2.775,114.162,121.236
7487,86.667,25.735,82.077,71.688,53.448,78.45,35.496,2.87,50.492,138.147
7493,55.952,59.726,55.729,87.179,41.311,156.861,64.764,3.793,86.983,114.19
7518,64.676,42.227,75.382,57.181,25.023,167.951,76.602,5.072,89.21,122.4
7536,83.796,67.17,40.746,74.52,28.994,78.45,35.496,0.87,50.492,109.367
7557,65.079,38.362,56.714,74.798,26.868,78.45,35.496,1.364,50.492,128.191
7567,78.749,33.861,89.395,91.207,30.999,78.45,35.496,5.139,50.492,167.309
7572,69.924,23.574,76.541,85.235,24.536,78.45,35.496,13.209,50.492,113.514
7574,66.204,59.052,58.804,68.097,21.006,78.45,35.496,2.27,50.492,88.989
7580,73.611,41.667,65.994,79.98,9.195,78.45,35.496,2.635,50.492,134.058
7585,74.048,54.596,61.276,60.885,49.425,78.45,35.496,2.803,50.492,80.44
7589,66.481,62.408,80.607,68.617,46.798,135.126,82.128,2.35,65.732,169.744
7590,75.0,30.221,69.255,65.506,14.655,78.45,35.496,3.122,50.492,88.47
7593,71.944,41.559,52.611,49.417,15.632,183.5,67.957,1.901,103.703,127.864
7605,57.986,38.983,57.221,69.333,24.41,78.45,35.496,2.38,50.492,133.511
7608,72.091,51.605,57.379,86.804,43.131,170.518,61.804,2.365,95.941,123.405
7633,81.944,25.591,60.149,56.764,30.172,183.086,71.155,3.277,84.224,62.733
7638,86.111,21.618,69.657,66.535,6.322,78.45,35.496,2.627,50.492,84.888
7642,53.241,49.79,60.256,65.074,42.878,78.45,35.496,1.889,50.492,65.387
7644,68.917,38.604,71.87,80.631,24.05,180.531,76.74,4.834,94.511,135.559
7655,54.861,50.67,67.561,95.623,21.11,78.45,35.496,32.862,50.492,128.245
7683,56.111,55.963,47.609,67.106,41.092,162.551,66.874,1.946,95.619,80.022
7696,91.071,42.986,77.784,72.193,38.013,78.45,35.496,1.534,50.492,129.787
7700,68.666,50.196,77.931,60.223,23.534,178.602,71.709,1.875,107.406,120.116
7711,71.296,63.655,58.897,71.058,22.316,78.45,35.496,3.66,50.492,90.9
7720,58.056,60.946,63.957,59.975,42.835,145.683,74.884,1.552,72.39,89.895
7721,59.645,38.356,68.826,79.467,18.724,188.865,69.312,3.044,88.095,70.716
7722,50.0,12.794,74.931,88.216,20.115,78.45,35.496,10.217,50.492,73.539
7724,73.843,37.428,67.618,87.685,12.089,203.897,75.641,2.249,109.296,119.699
7738,71.368,46.775,59.128,85.178,49.727,78.45,35.496,3.239,50.492,116.397
7754,65.216,57.193,55.329,75.547,26.161,166.939,60.118,2.745,96.163,157.576
7759,67.874,42.148,64.214,87.916,16.188,191.907,70.621,2.725,95.47,106.86
7762,63.889,37.5,58.44,57.122,27.586,78.45,35.496,2.518,50.492,111.271
7771,37.5,44.265,80.96,66.94,20.92,146.711,78.45,14.928,66.873,89.407
7793,94.444,34.512,64.812,87.63,29.733,197.997,69.396,4.208,112.899,141.477
7801,75.0,68.824,69.842,83.724,41.724,78.45,35.496,0.961,50.492,296.298
7813,11.111,16.37,77.925,95.23,7.854,78.45,35.496,5.359,50.492,105.726
7819,39.815,48.203,61.318,80.498,48.276,78.45,35.496,2.83,50.492,103.018
7822,73.611,40.754,56.829,86.641,13.554,203.621,64.363,2.138,112.274,117.632
7827,77.778,65.756,59.511,77.075,42.31,78.45,35.496,2.938,50.492,136.398
7859,77.778,21.847,62.039,56.796,25.852,193.756,73.438,3.011,112.21,115.889
7892,70.833,43.671,62.498,88.835,18.966,78.45,35.496,7.609,50.492,105.071
7904,91.204,38.725,67.013,87.792,18.582,78.45,35.496,3.792,50.492,116.91
7907,68.756,18.333,88.739,95.579,32.981,192.82,102.191,11.708,105.098,62.808
7928,75.0,72.861,60.532,88.426,29.052,182.632,57.1,1.546,108.921,84.919
7936,81.349,43.924,79.092,63.264,37.258,78.45,35.496,2.521,50.492,97.88
7940,77.431,25.163,61.911,87.041,16.661,217.431,69.433,1.958,141.964,160.617
7944,64.722,72.781,73.758,72.515,68.678,78.45,35.496,2.287,50.492,89.654
7945,82.716,32.699,62.683,75.83,20.69,78.45,35.496,3.134,50.492,144.942
7951,43.519,31.413,63.322,62.767,43.391,78.45,35.496,2.984,50.492,96.059
7971,75.0,25.033,73.628,73.838,17.991,179.334,92.82,5.151,81.66,148.873
7973,75.132,51.2,65.9,73.374,25.516,176.19,72.242,2.379,92.544,123.917
7982,50.0,71.709,56.985,86.181,60.259,78.45,35.496,2.679,50.492,135.366
7994,58.796,35.032,57.736,45.878,10.345,197.908,59.899,1.715,118.45,70.192
7998,73.534,28.441,67.574,83.438,16.01,207.233,71.513,3.11,111.795,98.999
8010,100.0,54.657,54.422,76.938,13.793,78.45,35.496,16.263,50.492,71.616
8011,59.722,46.875,58.323,84.401,56.178,78.45,35.496,8.84,50.492,117.262
8014,68.889,49.346,53.699,77.322,20.287,193.333,59.586,2.269,120.278,114.151
8019,69.444,61.765,63.63,84.855,33.247,172.19,75.175,4.042,103.085,109.595
8022,68.981,58.681,63.226,85.688,21.062,78.45,35.496,3.048,50.492,111.46
8025,67.918,51.254,75.172,84.253,30.999,170.099,80.613,4.578,96.552,141.146
8029,63.947,47.776,73.26,83.018,35.714,170.233,71.468,3.06,110.813,186.102
8064,67.176,53.907,76.551,88.039,40.953,78.45,35.496,7.124,50.492,141.179
8105,86.111,50.49,53.962,58.473,27.327,78.45,35.496,2.121,50.492,98.227
8108,64.815,14.265,50.629,84.85,9.655,189.818,55.411,6.369,90.218,264.471
8115,50.0,64.706,66.484,78.416,27.586,78.45,35.496,2.778,50.492,114.037
8134,48.611,50.0,50.841,82.222,13.793,78.45,35.496,2.234,50.492,120.508
8144,66.667,65.572,66.784,68.124,68.021,78.45,35.496,3.595,50.492,244.639
8153,80.556,30.0,84.152,73.705,15.374,205.687,87.412,5.066,111.548,82.958
8181,57.077,25.343,61.189,90.708,24.828,78.45,35.496,1.916,50.492,197.744
8198,70.833,32.143,60.922,70.829,35.115,165.28,85.033,4.061,59.708,96.223
8201,84.259,40.707,51.371,78.582,34.339,78.45,35.496,2.615,50.492,106.732
8216,68.056,39.216,59.506,79.078,21.552,78.45,35.496,5.235,50.492,189.923
8271,58.333,29.963,68.562,67.87,1.379,78.45,35.496,3.121,50.492,77.374
8294,69.444,64.461,69.031,83.078,10.345,78.45,35.496,5.538,50.492,112.839
8301,75.0,42.829,69.928,46.479,12.759,78.45,35.496,5.685,50.492,133.907
8331,66.617,42.843,61.486,45.546,13.065,78.45,35.496,1.943,50.492,99.215
8343,58.333,74.946,63.647,57.596,25.862,78.45,35.496,2.895,50.492,91.953
8358,68.338,52.778,64.464,58.021,7.759,78.45,85.447,2.508,93.725,98.685
8366,78.648,20.107,78.081,96.817,35.662,206.494,78.341,4.6,125.41,110.016
8396,68.333,31.548,74.449,82.479,30.077,186.896,61.604,3.394,85.984,75.718
8400,73.148,40.074,62.538,57.258,33.793,78.45,35.496,4.742,50.492,234.364
8405,88.194,43.583,59.668,77.442,33.046,78.45,35.496,2.708,50.492,124.331
8406,64.444,49.559,68.062,69.769,40.042,153.563,77.534,4.096,82.964,143.161
8414,46.481,36.082,59.611,68.382,29.957,78.45,35.496,1.49,50.492,98.579
8430,73.611,44.71,53.402,75.175,13.448,78.45,48.905,1.583,76.474,66.959
8438,75.617,54.343,58.317,86.111,33.458,174.792,64.268,2.536,90.882,121.386
8448,51.821,32.498,62.483,86.397,13.608,178.3,75.389,11.75,82.114,86.85
8449,66.667,45.556,55.012,53.274,37.637,78.45,35.496,3.07,50.492,122.758
8539,75.296,38.046,73.211,89.938,34.523,178.043,79.366,4.923,96.307,146.194
8543,78.673,26.39,60.437,53.499,21.089,78.45,35.496,7.651,50.492,111.042
8579,58.333,50.49,65.146,87.957,47.397,78.45,35.496,1.025,50.492,79.388
8601,76.852,33.567,68.884,95.486,24.483,188.002,75.364,6.706,103.827,184.447
8633,83.333,55.882,59.288,80.48,25.287,78.45,35.496,10.22,50.492,97.034
8651,80.556,51.471,64.692,80.868,8.621,78.45,35.496,1.61,50.492,105.07
8684,83.434,21.4,70.243,77.114,20.8,78.45,35.496,4.096,50.492,213.059
8722,56.019,33.839,71.001,58.221,26.215,170.2,79.181,4.43,89.388,109.896
8751,88.889,44.251,64.186,49.003,46.743,169.465,63.196,2.818,109.378,132.218
8754,72.222,22.794,56.681,25.329,27.586,78.45,35.496,2.117,50.492,82.226
8766,86.31,41.448,73.136,95.436,23.606,78.45,35.496,7.771,50.492,139.208
8779,61.806,45.2,59.397,32.606,2.586,179.042,65.06,5.595,111.981,142.24
8781,57.87,30.392,56.444,40.862,11.207,78.45,35.496,1.455,50.492,83.015
8807,59.722,46.35,85.781,95.949,43.391,78.45,35.496,8.636,50.492,250.167
8849,83.333,52.941,67.831,73.175,10.345,78.45,35.496,3.66,50.492,208.502
8893,72.222,11.213,48.55,55.567,11.638,78.45,35.496,1.204,50.492,116.959
8904,60.417,29.786,58.237,86.692,29.901,78.45,35.496,3.838,50.492,91.463
8910,75.556,54.82,54.219,89.991,47.594,154.599,65.372,3.813,69.096,131.124
8914,64.491,60.779,76.786,81.123,25.979,178.761,90.714,3.558,134.502,156.44
8916,68.519,46.943,71.463,62.698,20.546,177.473,76.15,1.998,87.525,100.525
8917,55.556,78.32,69.489,69.813,82.759,78.45,35.496,11.055,50.492,120.549
8960,66.204,48.963,72.796,86.448,27.135,78.45,35.496,2.247,50.492,133.548
9002,75.0,27.941,69.54,87.731,24.138,146.615,72.124,7.371,48.793,446.093
9005,20.833,59.314,64.429,84.712,25.166,78.45,35.496,2.772,50.492,265.854
9016,87.222,28.519,65.07,83.698,27.504,78.45,35.496,4.398,50.492,142.195
9020,83.333,30.294,52.389,52.691,1.724,78.45,35.496,2.537,50.492,82.415
9026,37.037,22.353,58.166,50.518,44.253,78.45,35.496,5.893,50.492,51.791
9031,81.481,23.162,62.801,69.839,7.241,78.45,35.496,2.487,50.492,97.323
9032,91.111,18.137,82.719,96.706,14.224,78.45,35.496,7.607,50.492,412.657
9044,78.009,59.485,72.884,90.949,27.011,179.338,65.128,3.097,101.695,145.903
9080,38.889,60.049,44.631,77.179,28.69,78.45,35.496,3.799,50.492,103.286
9081,71.296,25.49,45.742,89.025,18.103,78.45,35.496,0.965,50.492,112.251
9094,68.056,43.592,76.259,67.822,14.713,159.549,88.044,21.182,84.526,120.664
9096,61.111,48.439,55.133,67.076,69.425,78.45,72.427,4.31,89.822,106.969
9103,75.0,18.824,67.057,31.104,24.186,78.45,35.496,13.021,50.492,50.135
9113,63.889,55.042,60.673,75.15,33.621,78.45,35.496,5.599,50.492,105.186
9124,63.889,12.941,54.872,54.014,41.667,78.45,35.496,4.087,50.492,86.806
9125,67.361,75.427,69.939,68.182,50.115,78.45,35.496,1.391,50.492,222.799
9131,75.926,52.811,53.438,85.144,31.322,78.45,35.496,2.903,50.492,176.646
9151,80.833,31.801,69.469,78.678,17.241,78.45,35.496,4.602,50.492,85.657
9181,79.762,31.74,70.605,79.844,22.414,219.922,85.808,2.988,148.21,73.553
9184,69.444,6.618,63.649,21.82,27.586,78.45,35.496,5.683,50.492,56.549
9194,71.296,67.87,53.252,64.963,42.816,78.45,35.496,1.044,50.492,97.906
9217,62.5,38.725,71.401,79.631,19.828,78.45,35.496,2.06,50.492,97.14
9221,81.25,48.957,67.204,89.282,29.957,198.909,62.856,1.468,136.192,147.353
9224,74.877,43.341,54.495,87.315,29.184,181.65,66.587,4.834,91.591,104.65
9234,44.444,54.902,54.562,93.751,68.966,78.45,35.496,4.62,50.492,141.202
9246,72.778,74.871,54.38,85.516,48.383,78.45,35.496,3.472,50.492,132.535
9266,72.932,45.798,57.987,91.053,26.897,181.51,79.104,1.377,74.009,89.598
9269,74.722,22.736,33.213,69.344,50.452,78.45,53.079,4.31,142.631,105.298
9276,63.426,30.628,59.41,49.362,34.625,78.45,35.496,3.287,50.492,127.026
9281,72.917,15.896,76.998,91.699,18.227,203.659,84.106,4.956,107.407,123.729
9294,35.185,21.569,64.774,78.681,55.977,78.45,35.496,1.644,50.492,89.239
9306,75.694,23.019,57.859,79.841,7.471,78.45,35.496,1.197,50.492,114.849
9331,80.159,31.225,58.8,71.857,14.039,201.825,68.775,2.89,95.747,88.816
9354,52.778,27.206,72.652,87.404,11.207,78.45,35.496,3.146,50.492,78.543
9363,66.574,38.428,61.238,88.172,29.023,78.45,35.496,6.127,50.492,105.069
9373,52.778,63.603,64.635,92.706,27.586,78.45,35.496,4.773,50.492,274.899
9375,94.444,41.036,67.843,87.604,39.08,78.45,35.496,2.914,50.492,331.715
9378,58.611,23.267,70.816,60.446,3.448,185.919,81.878,7.713,82.742,111.166
9380,67.361,20.752,62.614,74.007,8.621,212.761,72.455,2.316,119.58,112.679
9384,75.0,53.94,44.024,77.587,24.253,78.45,35.496,1.692,50.492,95.227
9401,55.556,27.451,98.07,74.507,15.517,78.45,35.496,4.058,50.492,105.069
9406,68.441,39.808,71.052,95.478,23.563,78.45,35.496,4.086,50.492,104.535
9410,57.576,32.62,57.577,76.38,12.213,78.45,35.496,3.475,50.492,89.654
9455,61.111,15.809,63.462,78.859,63.793,78.45,35.496,1.179,50.492,126.421
9456,65.608,34.853,63.573,53.447,14.403,78.45,35.496,8.052,50.492,85.99
9462,36.111,13.235,64.882,52.13,30.172,78.45,35.496,3.041,50.492,130.961
9498,66.667,43.405,60.863,55.684,35.862,166.694,67.234,5.143,93.19,94.708
9504,58.333,43.316,74.062,57.798,21.207,78.45,35.496,1.932,50.492,85.511
9519,54.911,48.69,81.034,61.542,25.575,78.45,35.496,7.927,50.492,125.966
9550,63.889,32.528,71.123,85.578,19.212,193.973,77.605,5.082,118.264,141.44
9568,77.778,40.441,79.096,86.908,9.195,78.45,35.496,1.957,50.492,82.46
9579,72.685,23.824,70.188,65.122,29.885,78.45,35.496,8.864,50.492,111.586
9586,63.657,20.196,78.373,84.615,27.586,78.45,35.496,7.44,50.492,56.549
9600,83.333,11.644,88.684,66.118,24.138,78.45,35.496,5.222,50.492,189.662
9606,94.444,13.75,74.875,57.71,14.943,78.45,35.496,1.863,50.492,165.154
9610,83.333,21.176,77.849,93.22,18.103,220.711,81.122,8.516,141.83,105.802
9616,97.222,26.9,72.249,91.805,5.747,78.45,35.496,3.997,50.492,150.123
9731,71.065,29.208,78.438,95.851,19.425,78.45,35.496,4.742,50.492,101.485
9764,76.759,47.059,75.508,66.046,18.793,78.45,35.496,0.765,50.492,92.201
9775,41.667,20.588,54.372,87.815,41.379,78.45,35.496,3.368,50.492,90.588
9782,81.821,51.471,68.18,88.404,23.147,78.45,35.496,2.836,50.492,91.414
9798,78.968,62.515,78.311,96.404,28.707,78.45,35.496,8.612,50.492,143.451
9801,84.645,23.481,62.226,85.426,25.287,204.515,71.941,3.029,124.385,182.972
9806,100.0,7.843,38.728,78.722,29.9,224.528,65.306,4.081,57.052,133.253
9819,75.0,14.706,57.903,87.047,17.241,78.45,35.496,4.534,50.492,111.842
9836,75.0,81.434,49.023,68.882,27.586,78.45,35.496,1.961,50.492,88.356
9855,83.333,26.287,42.525,74.498,40.948,78.45,35.496,7.307,50.492,87.029
9860,100.0,15.196,61.851,61.734,38.434,78.45,35.496,5.322,50.492,48.314
9872,63.426,27.941,78.589,60.419,15.702,78.45,35.496,1.718,50.492,76.168
9922,52.083,50.357,61.392,89.275,49.138,78.45,35.496,8.119,50.492,123.984
9925,63.241,38.728,87.605,79.661,50.763,135.212,93.355,11.988,75.428,168.978
9966,81.667,69.538,82.642,89.497,22.989,164.0,76.216,4.376,95.857,258.406
9978,80.556,24.196,78.186,91.732,12.155,228.533,85.845,4.074,157.233,129.575
10015,65.278,44.15,60.172,59.548,20.345,78.45,35.496,2.216,50.492,95.789
10027,27.778,42.776,85.505,80.339,50.287,131.46,86.959,14.995,110.932,189.341
10048,69.643,25.379,71.569,89.219,15.517,186.321,80.166,5.769,71.083,127.485
10187,60.833,69.419,70.662,76.765,53.161,142.759,64.68,2.225,105.452,197.022
10203,87.5,9.559,58.5,24.185,37.644,78.45,63.582,4.31,82.47,69.519
10242,36.574,26.129,71.578,42.11,12.931,169.523,77.188,5.375,87.84,78.942
10253,41.667,35.784,68.835,85.162,20.69,78.45,35.496,17.5,50.492,311.446
10274,67.235,42.856,59.997,88.437,17.303,185.029,78.752,4.606,83.328,97.223
10338,100.0,29.412,66.566,54.133,46.552,78.45,35.496,1.941,50.492,54.305
10358,36.111,21.429,60.367,47.393,9.483,78.45,66.392,1.89,173.807,133.253
10369,61.111,20.518,57.039,86.573,21.839,78.45,35.496,1.533,50.492,210.064
10377,68.056,43.268,73.943,71.661,11.322,193.394,83.821,7.556,125.178,81.97
10414,91.667,40.686,74.89,74.66,43.103,78.45,35.496,4.688,50.492,79.388
10453,86.111,49.02,71.794,73.839,37.739,78.45,35.496,2.245,50.492,105.069
10481,88.889,16.176,66.322,75.237,28.621,194.479,97.122,5.764,108.724,163.505
10578,62.963,31.25,57.196,86.169,37.644,78.45,35.496,2.181,50.492,129.318
10605,55.556,63.725,62.663,61.755,47.845,78.45,35.496,0.552,50.492,98.738
