city_id,health_care_index,crime_index,restaurant_price_index,climate_index,pollution_index,quality_of_life_index,cpi_index,property_price_to_income_ratio,purchasing_power_incl_rent_index,traffic_index
10614,72.222,20.163,56.025,81.5,14.224,78.45,35.496,6.299,50.492,105.631
10622,80.401,18.374,74.147,62.355,21.977,78.45,35.496,9.5,50.492,42.655
10647,81.829,31.68,70.951,49.272,66.379,78.45,35.496,4.927,50.492,94.796
10657,59.722,61.408,68.546,87.513,24.631,157.687,61.797,5.767,79.871,143.343
10667,38.889,26.144,93.969,80.513,3.448,78.45,35.496,12.023,50.492,89.68
10672,74.722,29.238,73.204,96.153,33.142,78.45,35.496,9.107,50.492,123.68
10718,72.639,57.843,57.957,84.547,26.092,78.45,35.496,2.816,50.492,118.635
10764,73.148,20.037,67.191,35.202,5.536,78.45,35.496,4.742,50.492,89.744
10808,59.444,35.047,65.316,84.132,44.828,78.45,35.496,3.73,50.492,175.339
10809,47.222,58.559,58.011,65.484,74.138,78.45,84.471,4.31,97.172,240.869
10835,36.574,56.18,63.497,63.238,25.0,78.45,35.496,1.854,50.492,198.003
10847,66.667,24.16,58.858,80.15,16.609,78.45,35.496,2.085,50.492,105.208
10856,90.278,29.832,92.973,61.046,14.655,78.45,35.496,14.764,50.492,108.402
10872,86.111,17.647,54.589,84.074,12.069,78.45,35.496,2.275,50.492,90.862
10877,92.593,25.824,80.841,97.252,36.695,202.359,92.588,15.767,135.765,99.128
10898,66.667,79.623,72.053,60.083,65.635,78.45,35.496,0.859,50.492,77.409
10918,75.0,54.412,63.44,55.768,47.356,78.45,35.496,4.118,50.492,101.6
10951,77.778,20.588,71.564,56.865,12.069,78.45,35.496,2.705,50.492,97.134
11114,72.222,58.088,48.872,86.285,17.241,78.45,35.496,0.596,50.492,104.9
11117,83.889,58.007,66.059,66.521,19.253,78.45,35.496,1.688,50.492,129.488
11127,79.63,38.352,87.589,-3.843,24.585,78.45,35.496,2.354,50.492,82.183
11162,40.37,63.971,65.481,95.62,3.448,78.45,35.496,2.556,50.492,88.465
11186,86.756,46.639,61.219,92.196,19.762,78.45,35.496,2.491,50.492,72.362
11189,67.399,33.79,77.97,85.009,14.08,200.518,84.524,4.294,131.253,176.911
11211,73.611,34.804,50.2,52.747,23.333,78.45,35.496,5.073,50.492,102.991
11225,80.556,46.446,72.145,78.58,25.862,78.45,35.496,1.505,50.492,629.062
11257,84.722,34.926,86.118,95.609,25.862,178.51,81.436,19.017,92.543,114.463
11266,70.833,41.257,71.781,54.042,19.003,163.789,74.486,4.395,59.581,114.135
11268,100.0,15.441,86.83,79.661,48.276,78.45,35.496,8.74,50.492,214.643
11273,83.333,21.176,66.213,59.922,35.259,78.45,35.496,3.321,50.492,106.024
11278,72.222,24.142,58.756,78.452,53.448,78.45,35.496,1.105,50.492,158.419
11295,48.611,36.134,60.056,72.608,103.448,78.45,35.496,1.848,50.492,96.987
11312,70.972,56.875,51.458,87.22,15.517,78.45,35.496,3.159,50.492,112.509
11350,47.222,49.02,89.204,65.323,36.092,78.45,35.496,2.121,50.492,92.337
11389,84.722,67.313,55.263,87.017,47.069,78.45,35.496,5.908,50.492,146.175
11400,84.722,22.059,49.592,81.5,31.034,78.45,35.496,1.942,50.492,103.859
11437,82.407,57.353,61.198,66.113,12.069,202.19,59.691,2.115,126.656,97.58
11519,42.593,15.241,73.213,85.262,31.418,78.45,35.496,1.879,50.492,218.396
11521,50.0,45.0,67.836,80.895,53.325,78.45,35.496,1.888,50.492,113.42
11549,78.704,9.641,67.014,87.003,31.034,78.45,35.496,2.698,50.492,287.892
11588,95.833,14.216,61.891,53.365,28.908,78.45,35.496,3.362,50.492,166.551
11614,75.0,23.459,62.352,88.603,60.345,78.45,62.291,1.469,193.004,133.253
11719,62.222,20.165,66.536,58.612,38.23,185.27,69.145,3.82,124.813,123.575
11755,80.556,44.853,59.486,41.634,7.759,78.45,35.496,3.71,50.492,72.458
11786,56.25,33.235,57.746,79.705,7.586,78.45,35.496,2.601,50.492,309.457
11816,84.028,36.176,78.217,62.755,14.368,78.45,35.496,2.077,50.492,367.662
11833,82.87,37.843,69.662,66.111,18.5,170.036,72.163,5.313,88.254,286.337
11843,82.778,48.971,76.213,86.463,9.483,78.45,35.496,4.214,50.492,197.624
11883,88.889,58.64,72.45,90.031,6.897,193.272,90.951,3.2,91.358,115.258
11933,73.611,15.588,87.221,93.276,10.345,78.45,35.496,14.69,50.492,96.983
11940,55.556,25.49,67.955,80.804,3.448,78.45,35.496,2.654,50.492,259.81
11972,68.056,47.549,67.218,88.99,23.707,78.45,35.496,2.447,50.492,99.156
11975,81.944,46.078,85.2,74.106,41.092,78.45,35.496,7.714,50.492,119.636
11992,74.167,21.723,88.565,96.247,26.379,78.45,35.496,10.13,50.492,174.96
12028,66.435,27.136,57.162,90.216,25.575,78.45,35.496,2.183,50.492,92.146
12225,55.556,40.279,76.208,97.578,13.793,78.45,35.496,6.514,50.492,120.772
12231,76.389,11.064,63.071,87.071,24.052,78.45,35.496,5.475,50.492,158.677
12291,90.278,24.002,78.403,67.708,30.575,183.85,74.49,7.011,108.785,217.743
12369,45.833,27.353,75.339,71.875,10.345,78.45,35.496,5.474,50.492,196.829
12382,69.074,43.175,58.464,68.251,35.057,78.45,35.496,3.468,50.492,39.169
12418,80.556,31.005,71.65,87.11,25.862,186.752,74.638,7.662,102.156,156.726
12419,73.611,11.765,79.521,92.193,27.586,78.45,95.026,6.997,82.15,133.253
12428,86.111,8.824,91.26,95.44,36.437,78.45,35.496,5.668,50.492,196.982
12441,50.0,44.853,60.186,79.426,27.586,78.45,35.496,4.093,50.492,260.774
12442,62.5,64.916,59.447,65.836,9.195,78.45,35.496,1.644,50.492,46.691
12455,77.778,34.926,60.067,96.516,3.448,78.45,35.496,9.364,50.492,101.462
12456,59.259,20.728,96.285,92.467,10.92,78.45,35.496,9.01,50.492,69.519
12469,5.556,54.412,56.741,49.363,37.069,133.049,78.744,3.667,100.83,99.465
12505,77.778,28.235,74.497,71.661,10.345,78.45,35.496,7.334,50.492,73.143
12508,48.611,41.203,51.816,72.551,21.034,78.45,35.496,3.524,50.492,107.509
12514,38.889,36.029,60.151,88.942,36.207,78.45,35.496,3.33,50.492,88.338
12521,58.333,25.98,84.133,91.798,36.351,78.45,35.496,3.162,50.492,360.887
12522,66.667,7.353,65.119,72.509,27.586,78.45,35.496,2.933,50.492,64.524
12528,89.815,18.239,56.775,81.876,0.575,229.281,64.748,1.685,140.563,229.5
12550,81.944,12.721,60.788,88.924,12.931,221.724,75.029,2.295,110.209,105.069
12551,41.667,17.647,83.581,67.542,11.034,78.45,35.496,3.028,50.492,88.824
12560,76.389,36.176,78.524,74.11,17.241,207.937,76.967,1.893,119.001,75.509
12599,71.296,39.876,56.82,81.701,39.08,78.45,35.496,4.224,50.492,74.014
12633,75.926,5.882,61.683,71.652,3.448,229.836,57.145,2.355,134.726,140.63
12679,77.778,40.882,46.751,84.565,26.724,78.45,35.496,0.946,50.492,88.396
12910,68.338,52.328,46.423,82.779,46.092,78.45,50.665,0.645,146.861,77.577
12911,65.972,37.369,56.993,87.053,40.0,188.918,64.267,3.348,133.157,138.542
12919,47.13,59.606,66.875,43.486,26.552,78.45,35.496,3.595,50.492,118.142
12929,77.778,15.686,74.69,96.329,25.517,78.45,35.496,8.315,50.492,128.065
13181,54.167,20.238,53.564,79.377,11.207,78.45,35.496,1.928,50.492,101.01
13811,76.667,38.93,75.008,93.22,28.017,78.45,35.496,4.355,50.492,89.805
13813,77.778,15.625,77.77,93.031,14.943,78.45,35.496,6.355,50.492,77.376
13860,91.667,27.206,58.446,59.272,27.586,192.37,80.403,2.813,96.983,105.144
13879,36.111,54.118,74.28,87.124,61.938,138.054,75.356,7.503,89.477,89.533
13938,61.111,19.118,66.82,87.874,32.759,78.45,35.496,1.292,50.492,82.173
14024,68.338,55.0,58.256,73.36,46.552,78.45,68.521,2.766,81.587,133.253
14100,41.667,28.676,89.841,97.578,10.345,78.45,35.496,6.503,50.492,164.762
