city_id,health_care_index,crime_index,restaurant_price_index,climate_index,pollution_index,quality_of_life_index,cpi_index,property_price_to_income_ratio,purchasing_power_incl_rent_index,traffic_index,median,mean,std_dev,sum_w
3499,87.963,26.555,64.587,83.89,6.791,216.25099999999998,63.028999999999996,2.144,98.383,106.804,24330.0,31835.0,22179.0,297.1233918
3500,89.815,30.105999999999998,79.693,75.493,27.586,78.45,35.496,9.005,50.492,93.26700000000001,28023.0,51963.0,54742.0,604.592582
7420,68.9,43.518,58.641999999999996,83.99600000000001,49.603,167.79,65.922,3.074,96.961,120.569,0.0,0.0,0.0,0.0
7450,70.926,35.52,85.99799999999999,55.47,7.931,194.705,94.97200000000001,2.775,114.162,121.236,27493.0,36283.0,34877.0,402.17301810000004
7487,86.667,25.735,82.07700000000001,71.688,53.448,78.45,35.496,2.87,50.492,138.14700000000002,79751.0,103150.0,79001.0,20675.24928
7493,55.952,59.726000000000006,55.729,87.179,41.31100000000001,156.861,64.764,3.793,86.98299999999999,114.19,44633.0,72205.0,76379.0,421.1959489
7518,64.676,42.227,75.382,57.181000000000004,25.023000000000003,167.951,76.602,5.072,89.21,122.4,30749.0,46094.0,44913.0,821.1025032000001
7536,83.796,67.17,40.746,74.52,28.994,78.45,35.496,0.87,50.492,109.367,41650.0,53052.0,46205.0,1084.481459
7557,65.079,38.361999999999995,56.714,74.798,26.868000000000002,78.45,35.496,1.364,50.492,128.191,300000.0,57759.0,20656.0,6.599703976
7567,78.749,33.861,89.395,91.20700000000001,30.999000000000002,78.45,35.496,5.138999999999999,50.492,167.30900000000003,22157.0,28722.0,21218.0,158.7961118
7572,69.92399999999999,23.574,76.541,85.235,24.535999999999998,78.45,35.496,13.209000000000001,50.492,113.514,76077.0,113840.0,87319.0,367.3123298
7574,66.204,59.052,58.803999999999995,68.097,21.006,78.45,35.496,2.27,50.492,88.98899999999999,37276.0,44436.0,36684.0,1294.6260849999999
7580,73.611,41.667,65.994,79.98,9.195,78.45,35.496,2.635,50.492,134.058,107853.0,122817.0,68085.0,223.81544900000003
7585,74.048,54.596000000000004,61.276,60.885,49.425,78.45,35.496,2.803,50.492,80.44,69168.0,78956.0,54557.0,539.0363708
7589,66.48100000000001,62.408,80.607,68.617,46.798,135.126,82.12799999999999,2.35,65.732,169.74400000000003,63583.0,68135.0,45047.0,110.49195520000002
7590,75.0,30.221,69.255,65.506,14.655,78.45,35.496,3.122,50.492,88.47,23067.0,26763.0,16799.0,342.8274053
7593,71.944,41.559,52.611000000000004,49.417,15.632,183.5,67.957,1.901,103.70299999999999,127.86399999999999,95051.0,103427.0,51121.0,696.3300243
7605,57.986000000000004,38.983000000000004,57.221000000000004,69.333,24.41,78.45,35.496,2.38,50.492,133.511,49039.0,68731.0,58600.0,215.88853569999998
7608,72.09100000000001,51.605,57.379,86.804,43.131,170.518,61.803999999999995,2.365,95.941,123.405,48173.0,49442.0,29603.0,345.51807189999994
7633,81.944,25.590999999999998,60.148999999999994,56.763999999999996,30.171999999999997,183.08599999999998,71.155,3.2769999999999997,84.22399999999999,62.733000000000004,42441.0,61088.0,59021.0,17955.198119999997
7638,86.111,21.618000000000002,69.657,66.535,6.322,78.45,35.496,2.627,50.492,84.88799999999999,50076.0,54085.0,39192.0,54.09697409
7642,53.24100000000001,49.79,60.256,65.074,42.878,78.45,35.496,1.889,50.492,65.387,49290.0,59757.0,48744.0,281.6539673
7644,68.917,38.604,71.87,80.631,24.05,180.53099999999998,76.74,4.834,94.51100000000001,135.559,32415.0,43098.0,34617.0,436.9221732
7655,54.861000000000004,50.67,67.561,95.62299999999999,21.11,78.45,35.496,32.861999999999995,50.492,128.245,38489.0,54390.0,50629.0,280.41792680000003
7683,56.111000000000004,55.963,47.608999999999995,67.10600000000001,41.092,162.55100000000002,66.874,1.946,95.619,80.02199999999999,16613.0,25050.0,21922.0,188.7908608
7696,91.071,42.986000000000004,77.78399999999999,72.193,38.013000000000005,78.45,35.496,1.534,50.492,129.787,300000.0,73250.0,36009.0,68.19664773
7700,68.666,50.196000000000005,77.931,60.223,23.534000000000002,178.602,71.709,1.875,107.406,120.116,27906.0,46221.0,47071.0,1511.026247
7711,71.296,63.655,58.897,71.058,22.316,78.45,35.496,3.66,50.492,90.9,29833.0,35399.0,33102.0,643.9778507999999
7720,58.056000000000004,60.946000000000005,63.957,59.975,42.835,145.683,74.884,1.5519999999999998,72.39,89.895,44806.0,50803.0,37789.0,1145.3355789999998
7721,59.645,38.356,68.82600000000001,79.467,18.724,188.865,69.312,3.0439999999999996,88.095,70.71600000000001,300000.0,47912.0,26200.0,9.999599972999999
7722,50.0,12.794,74.931,88.21600000000001,20.115,78.45,35.496,10.217,50.492,73.539,300000.0,65114.0,47783.0,589.6110561
7724,73.843,37.428000000000004,67.618,87.685,12.089,203.89700000000002,75.641,2.249,109.296,119.699,42074.0,63183.0,62064.0,16778.271819999998
7738,71.368,46.775,59.128,85.178,49.727,78.45,35.496,3.239,50.492,116.397,18545.0,20533.0,9575.0,230.3322667
7754,65.21600000000001,57.193000000000005,55.32899999999999,75.547,26.160999999999998,166.93900000000002,60.118,2.745,96.163,157.576,9920.0,14316.0,12283.0,304.9744
7759,67.874,42.148,64.214,87.916,16.188,191.907,70.62100000000001,2.725,95.47,106.86,25597.0,32764.0,28629.0,784.4989022999999
7762,63.888999999999996,37.5,58.44,57.122,27.586,78.45,35.496,2.5180000000000002,50.492,111.271,37353.0,45443.0,32701.0,1689.202262
7771,37.5,44.265,80.96,66.94,20.92,146.711,78.45,14.927999999999999,66.873,89.40700000000001,42196.0,56060.0,46041.0,1735.6320329999999
7793,94.444,34.512,64.812,87.63,29.733,197.997,69.396,4.208,112.899,141.477,79324.0,88946.0,62403.0,712.2148083
7801,75.0,68.824,69.842,83.72399999999999,41.724,78.45,35.496,0.961,50.492,296.298,33673.0,49987.0,39443.0,383.37877119999996
7813,11.110999999999999,16.37,77.925,95.23,7.854,78.45,35.496,5.359,50.492,105.726,116686.0,120366.0,66697.0,141.6892429
7819,39.815,48.203,61.318000000000005,80.498,48.276,78.45,35.496,2.83,50.492,103.01799999999999,35052.0,47429.0,45535.0,16307.82945
7822,73.611,40.754,56.82899999999999,86.641,13.554,203.62099999999998,64.363,2.138,112.274,117.632,33659.0,47407.0,47264.0,349.989237
7827,77.778,65.756,59.511,77.075,42.31,78.45,35.496,2.938,50.492,136.398,31295.0,54704.0,54483.0,182.8266163
7859,77.778,21.846999999999998,62.038999999999994,56.79600000000001,25.851999999999997,193.75599999999997,73.438,3.011,112.21,115.889,58461.0,77541.0,66223.0,644.6289568
7892,70.833,43.67100000000001,62.498000000000005,88.835,18.965999999999998,78.45,35.496,7.609,50.492,105.071,55748.0,62892.0,49516.0,84.79524
7904,91.204,38.725,67.013,87.792,18.582,78.45,35.496,3.792,50.492,116.91,33207.0,42316.0,38192.0,1234.832025
7907,68.756,18.333,88.73899999999999,95.579,32.981,192.82,102.191,11.708,105.098,62.808,300000.0,66348.0,83177.0,240.8645932
7928,75.0,72.861,60.532,88.426,29.052,182.632,57.1,1.546,108.921,84.919,41908.0,55824.0,50381.0,47187.060410000006
